timestamp(ms),RawRoll,FilteredRoll,RawPitch,FilteredPitch,
"1763781625.797","-0.41",,,,
"1763781625.799",,"-1.88","-4.58",,
"1763781625.802",,,,"-4.29",
"1763781625.806","-0.39",,,,
"1763781625.809",,"-1.88","-4.53",,
"1763781625.811",,,,"-4.29",
"1763781625.815","-0.43",,,,
"1763781625.818",,"-1.88","-4.62",,
"1763781625.82",,,,"-4.29",
"1763781625.825","-0.32",,,,
"1763781625.827",,"-1.88","-4.58",,
"1763781625.83",,,,"-4.29",
"1763781625.834","-0.43",,,,
"1763781625.837",,"-1.88","-4.72",,
"1763781625.839",,,,"-4.29",
"1763781625.844","-0.29",,,,
"1763781625.847",,"-1.88","-4.56",,
"1763781625.849",,,,"-4.29",
"1763781625.853","-0.38",,,,
"1763781625.856",,"-1.88","-4.5",,
"1763781625.858",,,,"-4.29",
"1763781625.862","-0.31",,,,
"1763781625.865",,"-1.88","-4.54",,
"1763781625.867",,,,"-4.29",
"1763781625.872","-0.35",,,,
"1763781625.874",,"-1.88",,,
"1763781625.875",,,"-4.59",,
"1763781625.877",,,,"-4.29",
"1763781625.881","-0.39",,,,
"1763781625.884",,"-1.88","-4.53",,
"1763781625.886",,,,"-4.29",
"1763781625.891","-0.54",,,,
"1763781625.893",,"-1.88","-4.53",,
"1763781625.896",,,,"-4.29",
"1763781625.9","-0.46",,,,
"1763781625.903",,"-1.88","-4.73",,
"1763781625.905",,,,"-4.29",
"1763781625.91","-0.43",,,,
"1763781625.912",,"-1.88","-4.71",,
"1763781625.915",,,,"-4.29",
"1763781625.919","-0.38",,,,
"1763781625.922",,"-1.88","-4.71",,
"1763781625.924",,,,"-4.29",
"1763781625.928","-0.38",,,,
"1763781625.931",,"-1.88","-4.57",,
"1763781625.933",,,,"-4.29",
"1763781625.938","-0.36",,,,
"1763781625.941",,"-1.88","-4.53",,
"1763781625.943",,,,"-4.29",
"1763781625.947","-0.45",,,,
"1763781625.95",,"-1.88","-4.51",,
"1763781625.952",,,,"-4.29",
"1763781625.957","-0.43",,,,
"1763781625.959",,"-1.88","-4.6",,
"1763781625.962",,,,"-4.29",
"1763781625.966","-0.39",,,,
"1763781625.969",,"-1.88","-4.55",,
"1763781625.971",,,,"-4.29",
"1763781625.975","-0.39",,,,
"1763781625.979",,"-1.88","-4.63",,
"1763781625.981",,,,"-4.29",
"1763781625.985","-0.54",,,,
"1763781625.988",,"-1.88","-4.53",,
"1763781625.99",,,,"-4.29",
"1763781625.994","-0.43",,,,
"1763781625.997",,"-1.88","-4.59",,
"1763781625.999",,,,"-4.29",
"1763781626.004","-0.35",,,,
"1763781626.007",,"-1.88","-4.4",,
"1763781626.009",,,,"-4.29",
"1763781626.013","-0.36",,,,
"1763781626.016",,"-1.88","-4.64",,
"1763781626.018",,,,"-4.29",
"1763781626.023","-0.31",,,,
"1763781626.025",,"-1.88","-4.55",,
"1763781626.028",,,,"-4.29",
"1763781626.032","-0.38",,,,
"1763781626.035",,"-1.88","-4.72",,
"1763781626.037",,,,"-4.29",
"1763781626.042","-0.53",,,,
"1763781626.045",,"-1.88","-4.51",,
"1763781626.047",,,,"-4.29",
"1763781626.051","-0.48",,,,
"1763781626.054",,"-1.88","-4.65",,
"1763781626.056",,,,"-4.29",
"1763781626.06","-0.46",,,,
"1763781626.063",,"-1.88","-4.55",,
"1763781626.065",,,,"-4.29",
"1763781626.07","-0.35",,,,
"1763781626.073",,"-1.88","-4.71",,
"1763781626.075",,,,"-4.29",
"1763781626.079","-0.43",,,,
"1763781626.082",,"-1.88","-4.6",,
"1763781626.084",,,,"-4.29",
"1763781626.089","-0.28",,,,
"1763781626.091",,"-1.88","-4.68",,
"1763781626.094",,,,"-4.29",
"1763781626.098","-0.28",,,,
"1763781626.101",,"-1.88","-4.47",,
"1763781626.103",,,,"-4.29",
"1763781626.108","-0.2",,,,
"1763781626.11",,"-1.88","-4.75",,
"1763781626.113",,,,"-4.29",
"1763781626.117","-0.32",,,,
"1763781626.12",,"-1.88","-4.4",,
"1763781626.122",,,,"-4.29",
"1763781626.126","-0.39",,,,
"1763781626.129",,"-1.88","-4.56",,
"1763781626.131",,,,"-4.29",
"1763781626.136","-0.39",,,,
"1763781626.139",,"-1.88","-4.54",,
"1763781626.141",,,,"-4.29",
"1763781626.145","-0.52",,,,
"1763781626.148",,"-1.88","-4.8",,
"1763781626.15",,,,"-4.29",
"1763781626.154","-0.39",,,,
"1763781626.157",,"-1.88","-4.63",,
"1763781626.159",,,,"-4.29",
"1763781626.164","-0.4",,,,
"1763781626.167",,"-1.88","-4.69",,
"1763781626.169",,,,"-4.29",
"1763781626.174","-0.39",,,,
"1763781626.176",,"-1.88","-4.55",,
"1763781626.178",,,,"-4.29",
"1763781626.183","-0.46",,,,
"1763781626.186",,"-1.88","-4.56",,
"1763781626.188",,,,"-4.29",
"1763781626.192","-0.38",,,,
"1763781626.195",,"-1.88","-4.58",,
"1763781626.198",,,,"-4.29",
"1763781626.202","-0.49",,,,
"1763781626.204",,"-1.88",,,
"1763781626.205",,,"-4.59",,
"1763781626.207",,,,"-4.29",
"1763781626.211","-0.52",,,,
"1763781626.214",,"-1.88","-4.6",,
"1763781626.216",,,,"-4.29",
"1763781626.221","-0.53",,,,
"1763781626.223",,"-1.88","-4.69",,
"1763781626.225",,,,"-4.29",
"1763781626.23","-0.49",,,,
"1763781626.233",,"-1.88","-4.6",,
"1763781626.235",,,,"-4.29",
"1763781626.239","-0.35",,,,
"1763781626.242",,"-1.88","-4.64",,
"1763781626.244",,,,"-4.29",
"1763781626.249","-0.36",,,,
"1763781626.252",,"-1.88","-4.58",,
"1763781626.254",,,,"-4.29",
"1763781626.258","-0.38",,,,
"1763781626.261",,"-1.88","-4.62",,
"1763781626.263",,,,"-4.29",
"1763781626.268","-0.29",,,,
"1763781626.271",,"-1.88","-4.53",,
"1763781626.272",,,,"-4.29",
"1763781626.277","-0.31",,,,
"1763781626.28",,"-1.88","-4.65",,
"1763781626.282",,,,"-4.29",
"1763781626.286","-0.38",,,,
"1763781626.289",,"-1.88","-4.55",,
"1763781626.292",,,,"-4.29",
"1763781626.296","-0.45",,,,
"1763781626.299",,"-1.88","-4.55",,
"1763781626.301",,,,"-4.29",
"1763781626.305","-0.39",,,,
"1763781626.308",,"-1.88","-4.62",,
"1763781626.31",,,,"-4.29",
"1763781626.315","-0.46",,,,
"1763781626.318",,"-1.88","-4.57",,
"1763781626.32",,,,"-4.29",
"1763781626.324","-0.46",,,,
"1763781626.327",,"-1.88","-4.42",,
"1763781626.329",,,,"-4.29",
"1763781626.334","-0.43",,,,
"1763781626.336",,"-1.88",,,
"1763781626.337",,,"-4.54",,
"1763781626.339",,,,"-4.29",
"1763781626.343","-0.34",,,,
"1763781626.346",,"-1.88","-4.6",,
"1763781626.348",,,,"-4.29",
"1763781626.352","-0.36",,,,
"1763781626.355",,"-1.88","-4.79",,
"1763781626.358",,,,"-4.29",
"1763781626.362","-0.39",,,,
"1763781626.365",,"-1.88","-4.72",,
"1763781626.367",,,,"-4.29",
"1763781626.372","-0.49",,,,
"1763781626.374",,"-1.88","-4.61",,
"1763781626.376",,,,"-4.29",
"1763781626.381","-0.46",,,,
"1763781626.384",,"-1.88","-4.67",,
"1763781626.386",,,,"-4.29",
"1763781626.391","-0.56",,,,
"1763781626.393",,"-1.88","-4.65",,
"1763781626.395",,,,"-4.29",
"1763781626.4","-0.42",,,,
"1763781626.402",,"-1.88","-4.54",,
"1763781626.405",,,,"-4.29",
"1763781626.409","-0.42",,,,
"1763781626.412",,"-1.88","-4.56",,
"1763781626.414",,,,"-4.29",
"1763781626.418","-0.32",,,,
"1763781626.421",,"-1.88","-4.59",,
"1763781626.423",,,,"-4.29",
"1763781626.428","-0.35",,,,
"1763781626.431",,"-1.88","-4.64",,
"1763781626.433",,,,"-4.29",
"1763781626.438","-0.39",,,,
"1763781626.44",,"-1.88","-4.59",,
"1763781626.442",,,,"-4.29",
"1763781626.447","-0.4",,,,
"1763781626.449",,"-1.88",,,
"1763781626.45",,,"-4.45",,
"1763781626.452",,,,"-4.29",
"1763781626.456","-0.38",,,,
"1763781626.459",,"-1.88","-4.42",,
"1763781626.461",,,,"-4.29",
"1763781626.466","-0.45",,,,
"1763781626.468",,"-1.88","-4.52",,
"1763781626.47",,,,"-4.29",
"1763781626.475","-0.45",,,,
"1763781626.478",,"-1.88","-4.56",,
"1763781626.48",,,,"-4.29",
"1763781626.484","-0.38",,,,
"1763781626.487",,"-1.88","-4.5",,
"1763781626.489",,,,"-4.29",
"1763781626.494","-0.41",,,,
"1763781626.497",,"-1.88","-4.63",,
"1763781626.499",,,,"-4.29",
"1763781626.503","-0.49",,,,
"1763781626.506",,"-1.88","-4.54",,
"1763781626.508",,,,"-4.29",
"1763781626.513","-0.45",,,,
"1763781626.516",,"-1.88","-4.47",,
"1763781626.518",,,,"-4.29",
"1763781626.522","-0.4",,,,
"1763781626.525",,"-1.88","-4.58",,
"1763781626.527",,,,"-4.29",
"1763781626.532","-0.31",,,,
"1763781626.534",,"-1.88","-4.48",,
"1763781626.536",,,,"-4.29",
"1763781626.541","-0.32",,,,
"1763781626.544",,"-1.88","-4.49",,
"1763781626.546",,,,"-4.29",
"1763781626.55","-0.27",,,,
"1763781626.553",,"-1.88","-4.48",,
"1763781626.555",,,,"-4.29",
"1763781626.56","-0.35",,,,
"1763781626.562",,"-1.88","-4.48",,
"1763781626.565",,,,"-4.29",
"1763781626.569","-0.32",,,,
"1763781626.572",,"-1.88","-4.45",,
"1763781626.575",,,,"-4.29",
"1763781626.579","-0.5",,,,
"1763781626.581",,"-1.88","-4.5",,
"1763781626.584",,,,"-4.29",
"1763781626.588","-0.36",,,,
"1763781626.591",,"-1.88","-4.51",,
"1763781626.593",,,,"-4.29",
"1763781626.598","-0.42",,,,
"1763781626.6",,"-1.88","-4.62",,
"1763781626.603",,,,"-4.29",
"1763781626.607","-0.38",,,,
"1763781626.61",,"-1.88","-4.65",,
"1763781626.612",,,,"-4.29",
"1763781626.616","-0.38",,,,
"1763781626.619",,"-1.88","-4.78",,
"1763781626.621",,,,"-4.29",
"1763781626.626","-0.32",,,,
"1763781626.628",,"-1.88","-4.54",,
"1763781626.631",,,,"-4.29",
"1763781626.635","-0.45",,,,
"1763781626.638",,"-1.88","-4.6",,
"1763781626.64",,,,"-4.29",
"1763781626.645","-0.42",,,,
"1763781626.647",,"-1.88","-4.5",,
"1763781626.65",,,,"-4.29",
"1763781626.654","-0.39",,,,
"1763781626.657",,"-1.88","-4.56",,
"1763781626.659",,,,"-4.29",
"1763781626.664","-0.36",,,,
"1763781626.666",,"-1.88","-4.53",,
"1763781626.669",,,,"-4.29",
"1763781626.673","-0.43",,,,
"1763781626.676",,"-1.88","-4.5",,
"1763781626.678",,,,"-4.29",
"1763781626.682","-0.35",,,,
"1763781626.685",,"-1.88","-4.55",,
"1763781626.687",,,,"-4.29",
"1763781626.692","-0.49",,,,
"1763781626.695",,"-1.88","-4.53",,
"1763781626.697",,,,"-4.29",
"1763781626.701","-0.36",,,,
"1763781626.704",,"-1.88","-4.57",,
"1763781626.706",,,,"-4.29",
"1763781626.711","-0.52",,,,
"1763781626.713",,"-1.88","-4.6",,
"1763781626.716",,,,"-4.29",
"1763781626.72","-0.4",,,,
"1763781626.723",,"-1.88","-4.61",,
"1763781626.725",,,,"-4.29",
"1763781626.729","-0.43",,,,
"1763781626.732",,"-1.88","-4.6",,
"1763781626.734",,,,"-4.29",
"1763781626.739","-0.35",,,,
"1763781626.742",,"-1.88","-4.47",,
"1763781626.744",,,,"-4.29",
"1763781626.748","-0.49",,,,
"1763781626.751",,"-1.88","-4.59",,
"1763781626.753",,,,"-4.29",
"1763781626.758","-0.41",,,,
"1763781626.76",,"-1.88","-4.49",,
"1763781626.762",,,,"-4.29",
"1763781626.767","-0.43",,,,
"1763781626.77",,"-1.88","-4.66",,
"1763781626.772",,,,"-4.29",
"1763781626.777","-0.43",,,,
"1763781626.779",,"-1.88","-4.72",,
"1763781626.781",,,,"-4.29",
"1763781626.786","-0.5",,,,
"1763781626.789",,"-1.88","-4.65",,
"1763781626.791",,,,"-4.29",
"1763781626.795","-0.28",,,,
"1763781626.798",,"-1.88","-4.53",,
"1763781626.8",,,,"-4.29",
"1763781626.805","-0.32",,,,
"1763781626.807",,"-1.88","-4.65",,
"1763781626.81",,,,"-4.29",
"1763781626.817","-0.35","-1.88","-4.54",,
"1763781626.819",,,,"-4.29",
"1763781626.824","-0.43",,,,
"1763781626.826",,"-1.88",,,
"1763781626.827",,,"-4.65",,
"1763781626.829",,,,"-4.29",
"1763781626.833","-0.35",,,,
"1763781626.836",,"-1.88","-4.53",,
"1763781626.838",,,,"-4.29",
"1763781626.843","-0.49",,,,
"1763781626.845",,"-1.88","-4.69",,
"1763781626.847",,,,"-4.29",
"1763781626.852","-0.41",,,,
"1763781626.855",,"-1.88","-4.55",,
"1763781626.857",,,,"-4.29",
"1763781626.861","-0.35",,,,
"1763781626.864",,"-1.88","-4.6",,
"1763781626.866",,,,"-4.29",
"1763781626.871","-0.36",,,,
"1763781626.874",,"-1.88","-4.41",,
"1763781626.876",,,,"-4.29",
"1763781626.88","-0.46",,,,
"1763781626.883",,"-1.88","-4.55",,
"1763781626.885",,,,"-4.29",
"1763781626.89","-0.42",,,,
"1763781626.892",,"-1.88","-4.48",,
"1763781626.894",,,,"-4.29",
"1763781626.899","-0.38",,,,
"1763781626.902",,"-1.88","-4.62",,
"1763781626.904",,,,"-4.29",
"1763781626.908","-0.4",,,,
"1763781626.911",,"-1.88","-4.6",,
"1763781626.914",,,,"-4.29",
"1763781626.918","-0.45",,,,
"1763781626.921",,"-1.88","-4.61",,
"1763781626.923",,,,"-4.29",
"1763781626.927","-0.35",,,,
"1763781626.93",,"-1.88","-4.46",,
"1763781626.932",,,,"-4.29",
"1763781626.937","-0.33",,,,
"1763781626.94",,"-1.88","-4.66",,
"1763781626.942",,,,"-4.29",
"1763781626.946","-0.43",,,,
"1763781626.949",,"-1.88","-4.55",,
"1763781626.951",,,,"-4.29",
"1763781626.956","-0.39",,,,
"1763781626.958",,"-1.88","-4.69",,
"1763781626.961",,,,"-4.29",
"1763781626.965","-0.42",,,,
"1763781626.968",,"-1.88","-4.48",,
"1763781626.97",,,,"-4.29",
"1763781626.975","-0.41",,,,
"1763781626.977",,"-1.88","-4.59",,
"1763781626.98",,,,"-4.29",
"1763781626.984","-0.41",,,,
"1763781626.987",,"-1.88","-4.47",,
"1763781626.989",,,,"-4.29",
"1763781626.993","-0.45",,,,
"1763781626.996",,"-1.88","-4.62",,
"1763781626.998",,,,"-4.29",
"1763781627.003","-0.45",,,,
"1763781627.005",,"-1.88","-4.53",,
"1763781627.008",,,,"-4.29",
"1763781627.012","-0.42",,,,
"1763781627.015",,"-1.88","-4.8",,
"1763781627.017",,,,"-4.29",
"1763781627.022","-0.42",,,,
"1763781627.024",,"-1.88","-4.7",,
"1763781627.026",,,,"-4.29",
"1763781627.031","-0.42",,,,
"1763781627.034",,"-1.88","-4.74",,
"1763781627.036",,,,"-4.29",
"1763781627.041","-0.35",,,,
"1763781627.043",,"-1.88","-4.46",,
"1763781627.046",,,,"-4.29",
"1763781627.05","-0.42",,,,
"1763781627.052",,"-1.88",,,
"1763781627.053",,,"-4.65",,
"1763781627.055",,,,"-4.29",
"1763781627.059","-0.39",,,,
"1763781627.062",,"-1.88","-4.4",,
"1763781627.064",,,,"-4.29",
"1763781627.068","-0.43",,,,
"1763781627.071",,"-1.88","-4.64",,
"1763781627.073",,,,"-4.29",
"1763781627.078","-0.36",,,,
"1763781627.081",,"-1.88","-4.54",,
"1763781627.083",,,,"-4.29",
"1763781627.087","-0.42",,,,
"1763781627.09",,"-1.88","-4.63",,
"1763781627.092",,,,"-4.29",
"1763781627.097","-0.35",,,,
"1763781627.1",,"-1.88","-4.52",,
"1763781627.102",,,,"-4.29",
"1763781627.106","-0.35",,,,
"1763781627.109",,"-1.88","-4.81",,
"1763781627.111",,,,"-4.29",
"1763781627.116","-0.45",,,,
"1763781627.118",,"-1.88","-4.61",,
"1763781627.12",,,,"-4.29",
"1763781627.125","-0.45",,,,
"1763781627.128",,"-1.88","-4.67",,
"1763781627.13",,,,"-4.29",
"1763781627.134","-0.42",,,,
"1763781627.137",,"-1.88","-4.55",,
"1763781627.139",,,,"-4.29",
"1763781627.144","-0.36",,,,
"1763781627.147",,"-1.88","-4.7",,
"1763781627.148",,,,"-4.29",
"1763781627.153","-0.42",,,,
"1763781627.156",,"-1.88","-4.47",,
"1763781627.158",,,,"-4.29",
"1763781627.163","-0.49",,,,
"1763781627.166",,"-1.88","-4.77",,
"1763781627.168",,,,"-4.29",
"1763781627.172","-0.39",,,,
"1763781627.175",,"-1.88","-4.65",,
"1763781627.177",,,,"-4.29",
"1763781627.182","-0.49",,,,
"1763781627.184",,"-1.88","-4.77",,
"1763781627.187",,,,"-4.29",
"1763781627.191","-0.36",,,,
"1763781627.194",,"-1.88","-4.65",,
"1763781627.196",,,,"-4.29",
"1763781627.2","-0.41",,,,
"1763781627.203",,"-1.88","-4.68",,
"1763781627.205",,,,"-4.29",
"1763781627.21","-0.42",,,,
"1763781627.212",,"-1.88",,,
"1763781627.213",,,"-4.45",,
"1763781627.215",,,,"-4.29",
"1763781627.219","-0.42",,,,
"1763781627.222",,"-1.88","-4.63",,
"1763781627.224",,,,"-4.29",
"1763781627.229","-0.35",,,,
"1763781627.232",,"-1.88","-4.5",,
"1763781627.234",,,,"-4.29",
"1763781627.238","-0.39",,,,
"1763781627.241",,"-1.88","-4.62",,
"1763781627.243",,,,"-4.29",
"1763781627.248","-0.36",,,,
"1763781627.251",,"-1.88","-4.41",,
"1763781627.253",,,,"-4.29",
"1763781627.257","-0.49",,,,
"1763781627.26",,"-1.88","-4.67",,
"1763781627.262",,,,"-4.29",
"1763781627.266","-0.47",,,,
"1763781627.269",,"-1.88","-4.56",,
"1763781627.271",,,,"-4.29",
"1763781627.276","-0.46",,,,
"1763781627.279",,"-1.88","-4.61",,
"1763781627.281",,,,"-4.29",
"1763781627.285","-0.39",,,,
"1763781627.288",,"-1.88","-4.57",,
"1763781627.29",,,,"-4.29",
"1763781627.295","-0.43",,,,
"1763781627.297",,"-1.88","-4.62",,
"1763781627.3",,,,"-4.29",
"1763781627.304","-0.38",,,,
"1763781627.307",,"-1.88","-4.52",,
"1763781627.309",,,,"-4.29",
"1763781627.314","-0.34",,,,
"1763781627.316",,"-1.88","-4.73",,
"1763781627.318",,,,"-4.29",
"1763781627.323","-0.39",,,,
"1763781627.326",,"-1.88","-4.46",,
"1763781627.328",,,,"-4.29",
"1763781627.332","-0.45",,,,
"1763781627.335",,"-1.88","-4.65",,
"1763781627.337",,,,"-4.29",
"1763781627.342","-0.45",,,,
"1763781627.344",,"-1.88","-4.57",,
"1763781627.347",,,,"-4.29",
"1763781627.351","-0.42",,,,
"1763781627.354",,"-1.88","-4.74",,
"1763781627.356",,,,"-4.29",
"1763781627.36","-0.52",,,,
"1763781627.363",,"-1.88","-4.45",,
"1763781627.366",,,,"-4.29",
"1763781627.37","-0.43",,,,
"1763781627.373",,"-1.88","-4.63",,
"1763781627.375",,,,"-4.29",
"1763781627.38","-0.36",,,,
"1763781627.382",,"-1.88","-4.47",,
"1763781627.385",,,,"-4.29",
"1763781627.389","-0.22",,,,
"1763781627.392",,"-1.88","-4.64",,
"1763781627.394",,,,"-4.29",
"1763781627.398","-0.25",,,,
"1763781627.401",,"-1.88","-4.41",,
"1763781627.403",,,,"-4.29",
"1763781627.408","-0.28",,,,
"1763781627.41",,"-1.88","-4.61",,
"1763781627.412",,,,"-4.29",
"1763781627.417","-0.42",,,,
"1763781627.42",,"-1.88","-4.5",,
"1763781627.422",,,,"-4.29",
"1763781627.427","-0.35",,,,
"1763781627.429",,"-1.88",,,
"1763781627.43",,,"-4.76",,
"1763781627.432",,,,"-4.29",
"1763781627.436","-0.49",,,,
"1763781627.439",,"-1.88","-4.43",,
"1763781627.441",,,,"-4.29",
"1763781627.446","-0.4",,,,
"1763781627.448",,"-1.88","-4.53",,
"1763781627.45",,,,"-4.29",
"1763781627.455","-0.29",,,,
"1763781627.458",,"-1.88","-4.37",,
"1763781627.46",,,,"-4.29",
"1763781627.464","-0.31",,,,
"1763781627.467",,"-1.88","-4.56",,
"1763781627.469",,,,"-4.29",
"1763781627.474","-0.43",,,,
"1763781627.476",,"-1.88","-4.37",,
"1763781627.479",,,,"-4.29",
"1763781627.483","-0.49",,,,
"1763781627.486",,"-1.88","-4.69",,
"1763781627.488",,,,"-4.29",
"1763781627.493","-0.31",,,,
"1763781627.495",,"-1.88","-4.58",,
"1763781627.498",,,,"-4.29",
"1763781627.502","-0.39",,,,
"1763781627.505",,"-1.88","-4.74",,
"1763781627.507",,,,"-4.29",
"1763781627.512","-0.43",,,,
"1763781627.514",,"-1.88","-4.59",,
"1763781627.517",,,,"-4.29",
"1763781627.521","-0.45",,,,
"1763781627.524",,"-1.88","-4.6",,
"1763781627.526",,,,"-4.29",
"1763781627.53","-0.52",,,,
"1763781627.533",,"-1.88","-4.34",,
"1763781627.535",,,,"-4.29",
"1763781627.54","-0.31",,,,
"1763781627.542",,"-1.88","-4.65",,
"1763781627.544",,,,"-4.29",
"1763781627.549","-0.35",,,,
"1763781627.552",,"-1.88","-4.56",,
"1763781627.554",,,,"-4.29",
"1763781627.558","-0.35",,,,
"1763781627.561",,"-1.88","-4.75",,
"1763781627.563",,,,"-4.29",
"1763781627.568","-0.4",,,,
"1763781627.571",,"-1.87","-4.55",,
"1763781627.573",,,,"-4.29",
"1763781627.577","-0.38",,,,
"1763781627.58",,"-1.87","-4.82",,
"1763781627.582",,,,"-4.29",
"1763781627.587","-0.48",,,,
"1763781627.59",,"-1.87","-4.56",,
"1763781627.592",,,,"-4.29",
"1763781627.596","-0.42",,,,
"1763781627.599",,"-1.87","-4.65",,
"1763781627.601",,,,"-4.29",
"1763781627.605","-0.39",,,,
"1763781627.608",,"-1.87","-4.41",,
"1763781627.61",,,,"-4.29",
"1763781627.615","-0.43",,,,
"1763781627.618",,"-1.88","-4.57",,
"1763781627.62",,,,"-4.29",
"1763781627.625","-0.43",,,,
"1763781627.627",,"-1.88","-4.5",,
"1763781627.629",,,,"-4.29",
"1763781627.634","-0.35",,,,
"1763781627.637",,"-1.88","-4.48",,
"1763781627.639",,,,"-4.29",
"1763781627.643","-0.49",,,,
"1763781627.646",,"-1.88","-4.51",,
"1763781627.648",,,,"-4.29",
"1763781627.653","-0.46",,,,
"1763781627.655",,"-1.88",,,
"1763781627.656",,,"-4.54",,
"1763781627.658",,,,"-4.29",
"1763781627.662","-0.41",,,,
"1763781627.665",,"-1.88","-4.49",,
"1763781627.667",,,,"-4.29",
"1763781627.671","-0.35",,,,
"1763781627.674",,"-1.88","-4.68",,
"1763781627.676",,,,"-4.29",
"1763781627.681","-0.41",,,,
"1763781627.684",,"-1.88","-4.61",,
"1763781627.686",,,,"-4.29",
"1763781627.69","-0.5",,,,
"1763781627.693",,"-1.88","-4.73",,
"1763781627.696",,,,"-4.29",
"1763781627.7","-0.5",,,,
"1763781627.702",,"-1.88",,,
"1763781627.703",,,"-4.68",,
"1763781627.705",,,,"-4.29",
"1763781627.71","-0.59",,,,
"1763781627.712",,"-1.88","-4.74",,
"1763781627.714",,,,"-4.29",
"1763781627.719","-0.49",,,,
"1763781627.722",,"-1.88","-4.56",,
"1763781627.724",,,,"-4.29",
"1763781627.728","-0.43",,,,
"1763781627.731",,"-1.88","-4.56",,
"1763781627.733",,,,"-4.29",
"1763781627.737","-0.25",,,,
"1763781627.74",,"-1.88","-4.44",,
"1763781627.743",,,,"-4.29",
"1763781627.747","-0.26",,,,
"1763781627.75",,"-1.88","-4.42",,
"1763781627.752",,,,"-4.29",
"1763781627.757","-0.34",,,,
"1763781627.759",,"-1.88","-4.46",,
"1763781627.761",,,,"-4.29",
"1763781627.766","-0.42",,,,
"1763781627.769",,"-1.88","-4.63",,
"1763781627.771",,,,"-4.29",
"1763781627.775","-0.49",,,,
"1763781627.778",,"-1.88","-4.67",,
"1763781627.78",,,,"-4.29",
"1763781627.785","-0.47",,,,
"1763781627.787",,"-1.88","-4.69",,
"1763781627.79",,,,"-4.29",
"1763781627.794","-0.46",,,,
"1763781627.797",,"-1.88","-4.7",,
"1763781627.799",,,,"-4.29",
"1763781627.804","-0.42",,,,
"1763781627.806",,"-1.88","-4.54",,
"1763781627.808",,,,"-4.29",
"1763781627.813","-0.38",,,,
"1763781627.816",,"-1.88","-4.6",,
"1763781627.818",,,,"-4.29",
"1763781627.822","-0.35",,,,
"1763781627.825",,"-1.88","-4.55",,
"1763781627.827",,,,"-4.29",
"1763781627.832","-0.31",,,,
"1763781627.835",,"-1.88","-4.7",,
"1763781627.837",,,,"-4.29",
"1763781627.841","-0.36",,,,
"1763781627.844",,"-1.88","-4.51",,
"1763781627.846",,,,"-4.29",
"1763781627.851","-0.29",,,,
"1763781627.853",,"-1.88",,,
"1763781627.854",,,"-4.61",,
"1763781627.856",,,,"-4.29",
"1763781627.86","-0.33",,,,
"1763781627.863",,"-1.88","-4.46",,
"1763781627.865",,,,"-4.29",
"1763781627.869","-0.39",,,,
"1763781627.872",,"-1.88","-4.5",,
"1763781627.874",,,,"-4.29",
"1763781627.879","-0.39",,,,
"1763781627.882",,"-1.88","-4.38",,
"1763781627.884",,,,"-4.29",
"1763781627.888","-0.28",,,,
"1763781627.891",,"-1.88","-4.58",,
"1763781627.893",,,,"-4.29",
"1763781627.898","-0.36",,,,
"1763781627.901",,"-1.88","-4.59",,
"1763781627.903",,,,"-4.29",
"1763781627.907","-0.47",,,,
"1763781627.91",,"-1.88","-4.85",,
"1763781627.912",,,,"-4.29",
"1763781627.917","-0.45",,,,
"1763781627.919",,"-1.88","-4.57",,
"1763781627.922",,,,"-4.29",
"1763781627.926","-0.32",,,,
"1763781627.929",,"-1.88","-4.65",,
"1763781627.931",,,,"-4.29",
"1763781627.935","-0.38",,,,
"1763781627.938",,"-1.88","-4.58",,
"1763781627.94",,,,"-4.29",
"1763781627.945","-0.34",,,,
"1763781627.948",,"-1.87","-4.59",,
"1763781627.95",,,,"-4.29",
"1763781627.954","-0.43",,,,
"1763781627.957",,"-1.88","-4.47",,
"1763781627.96",,,,"-4.29",
"1763781627.964","-0.36",,,,
"1763781627.966",,"-1.88",,,
"1763781627.967",,,"-4.63",,
"1763781627.969",,,,"-4.29",
"1763781627.973","-0.46",,,,
"1763781627.976",,"-1.88","-4.56",,
"1763781627.978",,,,"-4.29",
"1763781627.983","-0.39",,,,
"1763781627.985",,"-1.88","-4.79",,
"1763781627.988",,,,"-4.29",
"1763781627.992","-0.47",,,,
"1763781627.994",,"-1.88",,,
"1763781627.995",,,"-4.66",,
"1763781627.997",,,,"-4.29",
"1763781628.001","-0.42",,,,
"1763781628.004",,"-1.88","-4.74",,
"1763781628.006",,,,"-4.29",
"1763781628.011","-0.45",,,,
"1763781628.013",,"-1.88","-4.6",,
"1763781628.016",,,,"-4.29",
"1763781628.02","-0.35",,,,
"1763781628.023",,"-1.88","-4.68",,
"1763781628.025",,,,"-4.29",
"1763781628.03","-0.32",,,,
"1763781628.033",,"-1.87","-4.48",,
"1763781628.035",,,,"-4.29",
"1763781628.039","-0.42",,,,
"1763781628.042",,"-1.88","-4.58",,
"1763781628.044",,,,"-4.29",
"1763781628.049","-0.39",,,,
"1763781628.051",,"-1.88","-4.56",,
"1763781628.054",,,,"-4.29",
"1763781628.058","-0.5",,,,
"1763781628.061",,"-1.88","-4.6",,
"1763781628.063",,,,"-4.29",
"1763781628.067","-0.49",,,,
"1763781628.07",,"-1.88","-4.48",,
"1763781628.072",,,,"-4.29",
