timestamp(ms),RawRoll,FilteredRoll,RawPitch,FilteredPitch,
"1763781634.346",,"-1.87","-4.69",,
"1763781634.348",,,,"-4.3",
"1763781634.353","-0.34",,,,
"1763781634.356",,"-1.87","-4.34",,
"1763781634.358",,,,"-4.3",
"1763781634.362","-0.36",,,,
"1763781634.365",,"-1.87","-4.62",,
"1763781634.367",,,,"-4.3",
"1763781634.372","-0.33",,,,
"1763781634.374",,"-1.87","-4.51",,
"1763781634.376",,,,"-4.3",
"1763781634.381","-0.35",,,,
"1763781634.384",,"-1.87","-4.61",,
"1763781634.386",,,,"-4.3",
"1763781634.391","-0.46",,,,
"1763781634.393",,"-1.87","-4.67",,
"1763781634.396",,,,"-4.3",
"1763781634.4","-0.46",,,,
"1763781634.403",,"-1.87","-4.61",,
"1763781634.405",,,,"-4.3",
"1763781634.409","-0.46",,,,
"1763781634.412",,"-1.87","-4.5",,
"1763781634.414",,,,"-4.3",
"1763781634.419","-0.46",,,,
"1763781634.422",,"-1.87","-4.62",,
"1763781634.424",,,,"-4.3",
"1763781634.428","-0.43",,,,
"1763781634.431",,"-1.87","-4.74",,
"1763781634.433",,,,"-4.3",
"1763781634.438","-0.46",,,,
"1763781634.441",,"-1.87","-4.61",,
"1763781634.443",,,,"-4.3",
"1763781634.447","-0.36",,,,
"1763781634.45",,"-1.87","-4.57",,
"1763781634.452",,,,"-4.3",
"1763781634.457","-0.5",,,,
"1763781634.459",,"-1.87","-4.45",,
"1763781634.461",,,,"-4.3",
"1763781634.466","-0.31",,,,
"1763781634.469",,"-1.87","-4.66",,
"1763781634.471",,,,"-4.3",
"1763781634.475","-0.43",,,,
"1763781634.478",,"-1.87","-4.57",,
"1763781634.48",,,,"-4.3",
"1763781634.485","-0.39",,,,
"1763781634.488",,"-1.87","-4.69",,
"1763781634.49",,,,"-4.3",
"1763781634.495","-0.57",,,,
"1763781634.497",,"-1.88","-4.33",,
"1763781634.499",,,,"-4.29",
"1763781634.504","-0.42",,,,
"1763781634.507",,"-1.87","-4.56",,
"1763781634.509",,,,"-4.29",
"1763781634.513","-0.42",,,,
"1763781634.516",,"-1.87","-4.49",,
"1763781634.518",,,,"-4.29",
"1763781634.523","-0.42",,,,
"1763781634.525",,"-1.87","-4.69",,
"1763781634.527",,,,"-4.29",
"1763781634.532","-0.43",,,,
"1763781634.535",,"-1.88","-4.46",,
"1763781634.537",,,,"-4.29",
"1763781634.541","-0.38",,,,
"1763781634.544",,"-1.87","-4.64",,
"1763781634.546",,,,"-4.29",
"1763781634.551","-0.51",,,,
"1763781634.553",,"-1.88","-4.52",,
"1763781634.556",,,,"-4.29",
"1763781634.56","-0.4",,,,
"1763781634.563",,"-1.88","-4.73",,
"1763781634.566",,,,"-4.29",
"1763781634.57","-0.37",,,,
"1763781634.572",,"-1.88","-4.37",,
"1763781634.574",,,,"-4.29",
"1763781634.579","-0.43",,,,
"1763781634.582",,"-1.88","-4.59",,
"1763781634.584",,,,"-4.29",
"1763781634.588","-0.35",,,,
"1763781634.591",,"-1.88","-4.56",,
"1763781634.594",,,,"-4.29",
"1763781634.598","-0.38",,,,
"1763781634.601",,"-1.88","-4.7",,
"1763781634.603",,,,"-4.29",
"1763781634.607","-0.36",,,,
"1763781634.61",,"-1.87","-4.62",,
"1763781634.612",,,,"-4.29",
"1763781634.617","-0.39",,,,
"1763781634.619",,"-1.87","-4.72",,
"1763781634.622",,,,"-4.29",
"1763781634.626","-0.42",,,,
"1763781634.629",,"-1.87","-4.6",,
"1763781634.631",,,,"-4.29",
"1763781634.636","-0.41",,,,
"1763781634.638",,"-1.87","-4.63",,
"1763781634.641",,,,"-4.29",
"1763781634.645","-0.42",,,,
"1763781634.648",,"-1.87","-4.6",,
"1763781634.65",,,,"-4.29",
"1763781634.654","-0.47",,,,
"1763781634.657",,"-1.87","-4.73",,
"1763781634.659",,,,"-4.3",
"1763781634.664","-0.46",,,,
"1763781634.667",,"-1.88","-4.6",,
"1763781634.669",,,,"-4.3",
"1763781634.673","-0.4",,,,
"1763781634.676",,"-1.88","-4.63",,
"1763781634.678",,,,"-4.3",
"1763781634.683","-0.28",,,,
"1763781634.685",,"-1.87","-4.53",,
"1763781634.688",,,,"-4.29",
"1763781634.693","-0.35",,,,
"1763781634.695",,"-1.87","-4.5",,
"1763781634.697",,,,"-4.29",
"1763781634.702","-0.32",,,,
"1763781634.704",,"-1.87","-4.43",,
"1763781634.707",,,,"-4.29",
"1763781634.711","-0.4",,,,
"1763781634.714",,"-1.87","-4.65",,
"1763781634.716",,,,"-4.29",
"1763781634.72","-0.46",,,,
"1763781634.723",,"-1.87","-4.76",,
"1763781634.726",,,,"-4.3",
"1763781634.73","-0.46",,,,
"1763781634.733",,"-1.87","-4.68",,
"1763781634.735",,,,"-4.3",
"1763781634.739","-0.33",,,,
"1763781634.742",,"-1.87","-4.43",,
"1763781634.744",,,,"-4.29",
"1763781634.749","-0.36",,,,
"1763781634.752",,"-1.87","-4.45",,
"1763781634.754",,,,"-4.29",
"1763781634.758","-0.22",,,,
"1763781634.761",,"-1.87","-4.74",,
"1763781634.763",,,,"-4.29",
"1763781634.768","-0.3",,,,
"1763781634.77",,"-1.87","-4.96",,
"1763781634.773",,,,"-4.3",
"1763781634.777","-0.39",,,,
"1763781634.78",,"-1.87","-4.96",,
"1763781634.782",,,,"-4.3",
"1763781634.786","-0.53",,,,
"1763781634.789",,"-1.87","-4.37",,
"1763781634.791",,,,"-4.3",
"1763781634.796","-0.49",,,,
"1763781634.799",,"-1.87","-4.03",,
"1763781634.801",,,,"-4.29",
"1763781634.805","-0.41",,,,
"1763781634.808",,"-1.87","-4.18",,
"1763781634.81",,,,"-4.29",
"1763781634.815","-0.15",,,,
"1763781634.817",,"-1.87","-4.79",,
"1763781634.82",,,,"-4.29",
"1763781634.824","-0.38",,,,
"1763781634.827",,"-1.87","-4.84",,
"1763781634.829",,,,"-4.29",
"1763781634.833","-0.57",,,,
"1763781634.836",,"-1.87","-4.98",,
"1763781634.838",,,,"-4.3",
"1763781634.843","-0.85",,,,
"1763781634.846",,"-1.88","-4.58",,
"1763781634.848",,,,"-4.3",
"1763781634.852","-0.59",,,,
"1763781634.855",,"-1.88","-4.47",,
"1763781634.858",,,,"-4.29",
"1763781634.862","-0.43",,,,
"1763781634.864",,"-1.88","-4.25",,
"1763781634.867",,,,"-4.29",
"1763781634.871","-0.03",,,,
"1763781634.874",,"-1.87","-4.64",,
"1763781634.876",,,,"-4.29",
"1763781634.881","-0.14",,,,
"1763781634.883",,"-1.87","-4.51",,
"1763781634.885",,,,"-4.29",
"1763781634.89","-0.38",,,,
"1763781634.893",,"-1.87","-4.57",,
"1763781634.895",,,,"-4.29",
"1763781634.899","-0.61",,,,
"1763781634.902",,"-1.87","-4.35",,
"1763781634.904",,,,"-4.29",
"1763781634.909","-0.65",,,,
"1763781634.912",,"-1.88","-4.46",,
"1763781634.914",,,,"-4.29",
"1763781634.918","-0.49",,,,
"1763781634.921",,"-1.88","-4.44",,
"1763781634.923",,,,"-4.29",
"1763781634.928","-0.15",,,,
"1763781634.93",,"-1.87",,,
"1763781634.931",,,"-4.85",,
"1763781634.933",,,,"-4.29",
"1763781634.937","-0.17",,,,
"1763781634.94",,"-1.87","-4.41",,
"1763781634.942",,,,"-4.29",
"1763781634.946","-0.33",,,,
"1763781634.95",,"-1.87","-4.54",,
"1763781634.952",,,,"-4.29",
"1763781634.956","-0.52",,,,
"1763781634.959",,"-1.87","-4.19",,
"1763781634.961",,,,"-4.29",
"1763781634.966","-0.5",,,,
"1763781634.968",,"-1.87","-4.54",,
"1763781634.971",,,,"-4.29",
"1763781634.975","-0.46",,,,
"1763781634.978",,"-1.87","-4.55",,
"1763781634.98",,,,"-4.29",
"1763781634.984","-0.25",,,,
"1763781634.987",,"-1.87","-4.76",,
"1763781634.989",,,,"-4.29",
"1763781634.994","-0.17",,,,
"1763781634.997",,"-1.87","-4.54",,
"1763781634.999",,,,"-4.29",
"1763781635.003","-0.25",,,,
"1763781635.006",,"-1.87","-4.46",,
"1763781635.008",,,,"-4.29",
"1763781635.013","-0.39",,,,
"1763781635.015",,"-1.87","-4.24",,
"1763781635.017",,,,"-4.29",
"1763781635.022","-0.43",,,,
"1763781635.025",,"-1.87","-4.67",,
"1763781635.027",,,,"-4.29",
"1763781635.032","-0.45",,,,
"1763781635.034",,"-1.87","-4.75",,
"1763781635.036",,,,"-4.29",
"1763781635.041","-0.39",,,,
"1763781635.044",,"-1.87","-4.97",,
"1763781635.046",,,,"-4.29",
"1763781635.05","-0.36",,,,
"1763781635.053",,"-1.87","-4.83",,
"1763781635.055",,,,"-4.29",
"1763781635.06","-0.34",,,,
"1763781635.062",,"-1.87","-4.56",,
"1763781635.065",,,,"-4.29",
"1763781635.069","-0.56",,,,
"1763781635.072",,"-1.87","-4.21",,
"1763781635.074",,,,"-4.29",
"1763781635.079","-0.44",,,,
"1763781635.081",,"-1.87","-4.35",,
"1763781635.083",,,,"-4.29",
"1763781635.088","-0.43",,,,
"1763781635.091",,"-1.87","-4.54",,
"1763781635.093",,,,"-4.29",
"1763781635.097","-0.28",,,,
"1763781635.1",,"-1.87","-4.86",,
"1763781635.102",,,,"-4.29",
"1763781635.107","-0.29",,,,
"1763781635.109",,"-1.87",,,
"1763781635.11",,,"-4.82",,
"1763781635.112",,,,"-4.29",
"1763781635.116","-0.42",,,,
"1763781635.119",,"-1.87","-4.69",,
"1763781635.121",,,,"-4.29",
"1763781635.126","-0.42",,,,
"1763781635.128",,"-1.87","-4.42",,
"1763781635.13",,,,"-4.29",
"1763781635.135","-0.49",,,,
"1763781635.138",,"-1.87","-4.45",,
"1763781635.14",,,,"-4.29",
"1763781635.144","-0.38",,,,
"1763781635.147",,"-1.87","-4.46",,
"1763781635.15",,,,"-4.29",
"1763781635.154","-0.49",,,,
"1763781635.157",,"-1.87","-4.87",,
"1763781635.159",,,,"-4.29",
"1763781635.163","-0.54",,,,
"1763781635.166",,"-1.87","-4.9",,
"1763781635.168",,,,"-4.29",
"1763781635.173","-0.57",,,,
"1763781635.176",,"-1.87","-4.84",,
"1763781635.178",,,,"-4.29",
"1763781635.182","-0.46",,,,
"1763781635.185",,"-1.87","-4.49",,
"1763781635.187",,,,"-4.29",
"1763781635.192","-0.36",,,,
"1763781635.194",,"-1.87","-4.41",,
"1763781635.197",,,,"-4.29",
"1763781635.201","-0.04",,,,
"1763781635.204",,"-1.87","-4.55",,
"1763781635.206",,,,"-4.29",
"1763781635.21","-0.22",,,,
"1763781635.213",,"-1.87","-4.49",,
"1763781635.215",,,,"-4.29",
"1763781635.22","-0.34",,,,
"1763781635.223",,"-1.87","-4.63",,
"1763781635.225",,,,"-4.29",
"1763781635.229","-0.52",,,,
"1763781635.232",,"-1.87","-4.48",,
"1763781635.234",,,,"-4.29",
"1763781635.239","-0.53",,,,
"1763781635.241",,"-1.87",,,
"1763781635.242",,,"-4.47",,
"1763781635.244",,,,"-4.29",
"1763781635.248","-0.6",,,,
"1763781635.251",,"-1.87","-4.48",,
"1763781635.253",,,,"-4.29",
"1763781635.258","-0.52",,,,
"1763781635.26",,"-1.87","-4.83",,
"1763781635.262",,,,"-4.29",
"1763781635.267","-0.36",,,,
"1763781635.27",,"-1.87","-4.96",,
"1763781635.272",,,,"-4.29",
"1763781635.276","-0.38",,,,
"1763781635.279",,"-1.87","-4.86",,
"1763781635.281",,,,"-4.3",
"1763781635.286","-0.39",,,,
"1763781635.289",,"-1.87","-4.71",,
"1763781635.291",,,,"-4.3",
"1763781635.295","-0.48",,,,
"1763781635.298",,"-1.87","-4.59",,
"1763781635.301",,,,"-4.3",
"1763781635.305","-0.57",,,,
"1763781635.307",,"-1.87","-4.4",,
"1763781635.31",,,,"-4.29",
"1763781635.314","-0.4",,,,
"1763781635.317",,"-1.87","-4.41",,
"1763781635.319",,,,"-4.29",
"1763781635.324","-0.36",,,,
"1763781635.326",,"-1.87","-4.4",,
"1763781635.328",,,,"-4.29",
"1763781635.333","-0.31",,,,
"1763781635.336",,"-1.87","-4.5",,
"1763781635.338",,,,"-4.29",
"1763781635.343","-0.36",,,,
"1763781635.345",,"-1.87","-4.51",,
"1763781635.348",,,,"-4.29",
"1763781635.352","-0.31",,,,
"1763781635.355",,"-1.87","-4.68",,
"1763781635.357",,,,"-4.29",
"1763781635.361","-0.5",,,,
"1763781635.364",,"-1.87","-4.57",,
"1763781635.366",,,,"-4.29",
"1763781635.371","-0.28",,,,
"1763781635.373",,"-1.87",,,
"1763781635.374",,,"-4.58",,
"1763781635.376",,,,"-4.29",
"1763781635.38","-0.25",,,,
"1763781635.383",,"-1.87","-4.55",,
"1763781635.385",,,,"-4.29",
"1763781635.39","-0.25",,,,
"1763781635.392",,"-1.87","-4.72",,
"1763781635.395",,,,"-4.29",
"1763781635.399","-0.4",,,,
"1763781635.402",,"-1.87","-4.51",,
"1763781635.404",,,,"-4.29",
"1763781635.408","-0.5",,,,
"1763781635.411",,"-1.87","-4.61",,
"1763781635.413",,,,"-4.29",
"1763781635.418","-0.5",,,,
"1763781635.421",,"-1.87","-4.5",,
"1763781635.423",,,,"-4.29",
"1763781635.427","-0.4",,,,
"1763781635.43",,"-1.87","-4.48",,
"1763781635.432",,,,"-4.29",
"1763781635.437","-0.29",,,,
"1763781635.439",,"-1.87",,,
"1763781635.44",,,"-4.47",,
"1763781635.442",,,,"-4.29",
"1763781635.446","-0.18",,,,
"1763781635.449",,"-1.87","-4.83",,
"1763781635.451",,,,"-4.29",
"1763781635.456","-0.31",,,,
"1763781635.458",,"-1.87","-4.57",,
"1763781635.46",,,,"-4.29",
"1763781635.465","-0.42",,,,
"1763781635.468",,"-1.87","-4.66",,
"1763781635.47",,,,"-4.29",
"1763781635.474","-0.52",,,,
"1763781635.477",,"-1.87","-4.52",,
"1763781635.479",,,,"-4.29",
"1763781635.484","-0.42",,,,
"1763781635.486",,"-1.87","-4.57",,
"1763781635.489",,,,"-4.29",
"1763781635.493","-0.38",,,,
"1763781635.496",,"-1.87","-4.47",,
"1763781635.498",,,,"-4.29",
"1763781635.503","-0.39",,,,
"1763781635.505",,"-1.87","-4.67",,
"1763781635.509",,,,"-4.29",
"1763781635.513","-0.43",,,,
"1763781635.517",,"-1.87","-4.45",,
"1763781635.518",,,,"-4.29",
"1763781635.522","-0.42",,,,
"1763781635.525",,"-1.87","-4.6",,
"1763781635.527",,,,"-4.29",
"1763781635.531","-0.49",,,,
"1763781635.534",,"-1.87","-4.44",,
"1763781635.536",,,,"-4.29",
"1763781635.541","-0.39",,,,
"1763781635.543",,"-1.87","-4.7",,
"1763781635.545",,,,"-4.29",
"1763781635.55","-0.35",,,,
"1763781635.553",,"-1.87","-4.6",,
"1763781635.555",,,,"-4.29",
"1763781635.559","-0.36",,,,
"1763781635.562",,"-1.87","-4.82",,
"1763781635.564",,,,"-4.29",
"1763781635.569","-0.5",,,,
"1763781635.572",,"-1.87","-4.53",,
"1763781635.574",,,,"-4.29",
"1763781635.578","-0.52",,,,
"1763781635.581",,"-1.87","-4.62",,
"1763781635.583",,,,"-4.29",
"1763781635.588","-0.42",,,,
"1763781635.59",,"-1.87","-4.6",,
"1763781635.593",,,,"-4.29",
"1763781635.597","-0.36",,,,
"1763781635.6",,"-1.87","-4.74",,
"1763781635.602",,,,"-4.29",
"1763781635.606","-0.24",,,,
"1763781635.609",,"-1.87","-4.62",,
"1763781635.611",,,,"-4.29",
"1763781635.616","-0.27",,,,
"1763781635.619",,"-1.87","-4.66",,
"1763781635.621",,,,"-4.3",
"1763781635.625","-0.32",,,,
"1763781635.628",,"-1.87","-4.36",,
"1763781635.63",,,,"-4.29",
"1763781635.635","-0.49",,,,
"1763781635.637",,"-1.87","-4.47",,
"1763781635.64",,,,"-4.29",
"1763781635.644","-0.39",,,,
"1763781635.647",,"-1.87","-4.43",,
"1763781635.649",,,,"-4.29",
"1763781635.653","-0.42",,,,
"1763781635.656",,"-1.87","-4.69",,
"1763781635.658",,,,"-4.29",
"1763781635.663","-0.35",,,,
"1763781635.665",,"-1.87",,,
"1763781635.666",,,"-4.69",,
"1763781635.668",,,,"-4.29",
"1763781635.672","-0.35",,,,
"1763781635.675",,"-1.87","-4.75",,
"1763781635.677",,,,"-4.3",
"1763781635.682","-0.45",,,,
"1763781635.684",,"-1.87",,,
"1763781635.685",,,"-4.54",,
"1763781635.687",,,,"-4.29",
"1763781635.691","-0.43",,,,
"1763781635.694",,"-1.87","-4.67",,
"1763781635.696",,,,"-4.29",
"1763781635.701","-0.46",,,,
"1763781635.703",,"-1.87","-4.49",,
"1763781635.706",,,,"-4.29",
"1763781635.71","-0.52",,,,
"1763781635.713",,"-1.87","-4.63",,
"1763781635.715",,,,"-4.29",
"1763781635.719","-0.4",,,,
"1763781635.722",,"-1.87","-4.56",,
"1763781635.724",,,,"-4.29",
"1763781635.729","-0.35",,,,
"1763781635.731",,"-1.87",,,
"1763781635.732",,,"-4.64",,
"1763781635.734",,,,"-4.29",
"1763781635.738","-0.41",,,,
"1763781635.741",,"-1.87","-4.46",,
"1763781635.743",,,,"-4.29",
"1763781635.748","-0.46",,,,
"1763781635.75",,"-1.87","-4.49",,
"1763781635.753",,,,"-4.29",
"1763781635.757","-0.36",,,,
"1763781635.76",,"-1.87","-4.49",,
"1763781635.762",,,,"-4.29",
"1763781635.767","-0.46",,,,
"1763781635.769",,"-1.87","-4.7",,
"1763781635.771",,,,"-4.29",
"1763781635.776","-0.42",,,,
"1763781635.779",,"-1.87","-4.72",,
"1763781635.781",,,,"-4.29",
"1763781635.785","-0.38",,,,
"1763781635.788",,"-1.87","-4.76",,
"1763781635.79",,,,"-4.29",
"1763781635.795","-0.39",,,,
"1763781635.797",,"-1.87",,,
"1763781635.798",,,"-4.52",,
"1763781635.8",,,,"-4.29",
"1763781635.804","-0.45",,,,
"1763781635.807",,"-1.87","-4.36",,
"1763781635.809",,,,"-4.29",
"1763781635.814","-0.41",,,,
"1763781635.816",,"-1.87","-4.34",,
"1763781635.818",,,,"-4.29",
"1763781635.823","-0.52",,,,
"1763781635.826",,"-1.87","-4.51",,
"1763781635.828",,,,"-4.29",
"1763781635.832","-0.46",,,,
"1763781635.835",,"-1.87","-4.62",,
"1763781635.837",,,,"-4.29",
"1763781635.842","-0.54",,,,
"1763781635.845",,"-1.87","-4.67",,
"1763781635.847",,,,"-4.29",
"1763781635.851","-0.5",,,,
"1763781635.854",,"-1.87","-4.66",,
"1763781635.856",,,,"-4.29",
"1763781635.861","-0.45",,,,
"1763781635.863",,"-1.87",,,
"1763781635.864",,,"-4.56",,
"1763781635.866",,,,"-4.29",
"1763781635.87","-0.39",,,,
"1763781635.873",,"-1.87","-4.54",,
"1763781635.875",,,,"-4.29",
"1763781635.88","-0.42",,,,
"1763781635.882",,"-1.87","-4.68",,
"1763781635.885",,,,"-4.29",
"1763781635.889","-0.32",,,,
"1763781635.892",,"-1.87","-4.78",,
"1763781635.894",,,,"-4.29",
"1763781635.898","-0.43",,,,
"1763781635.901",,"-1.87","-4.62",,
"1763781635.904",,,,"-4.29",
"1763781635.908","-0.39",,,,
"1763781635.911",,"-1.87","-4.57",,
"1763781635.913",,,,"-4.29",
"1763781635.917","-0.39",,,,
"1763781635.92",,"-1.87","-4.49",,
"1763781635.922",,,,"-4.29",
"1763781635.927","-0.34",,,,
"1763781635.93",,"-1.87","-4.51",,
"1763781635.932",,,,"-4.29",
"1763781635.936","-0.34",,,,
"1763781635.939",,"-1.87","-4.39",,
"1763781635.941",,,,"-4.29",
"1763781635.946","-0.38",,,,
"1763781635.948",,"-1.87",,,
"1763781635.949",,,"-4.7",,
"1763781635.951",,,,"-4.29",
"1763781635.955","-0.52",,,,
"1763781635.958",,"-1.87","-4.69",,
"1763781635.96",,,,"-4.29",
"1763781635.965","-0.36",,,,
"1763781635.967",,"-1.87","-4.76",,
"1763781635.969",,,,"-4.29",
"1763781635.974","-0.46",,,,
"1763781635.977",,"-1.87","-4.7",,
"1763781635.979",,,,"-4.29",
"1763781635.983","-0.5",,,,
"1763781635.986",,"-1.87","-4.54",,
"1763781635.988",,,,"-4.29",
"1763781635.993","-0.45",,,,
"1763781635.995",,"-1.87","-4.52",,
"1763781635.998",,,,"-4.29",
"1763781636.002","-0.45",,,,
"1763781636.005",,"-1.87","-4.6",,
"1763781636.007",,,,"-4.29",
"1763781636.012","-0.39",,,,
"1763781636.015",,"-1.87","-4.59",,
"1763781636.017",,,,"-4.29",
"1763781636.021","-0.34",,,,
"1763781636.024",,"-1.87","-4.66",,
"1763781636.026",,,,"-4.29",
"1763781636.031","-0.42",,,,
"1763781636.033",,"-1.87","-4.43",,
"1763781636.036",,,,"-4.29",
"1763781636.04","-0.38",,,,
"1763781636.043",,"-1.87","-4.6",,
"1763781636.045",,,,"-4.29",
"1763781636.049","-0.34",,,,
"1763781636.052",,"-1.87","-4.51",,
"1763781636.054",,,,"-4.29",
"1763781636.059","-0.41",,,,
"1763781636.061",,"-1.87","-4.7",,
"1763781636.064",,,,"-4.29",
"1763781636.068","-0.38",,,,
"1763781636.071",,"-1.87","-4.57",,
"1763781636.073",,,,"-4.29",
"1763781636.078","-0.39",,,,
"1763781636.08",,"-1.87","-4.67",,
"1763781636.083",,,,"-4.29",
"1763781636.087","-0.46",,,,
"1763781636.09",,"-1.87","-4.49",,
"1763781636.092",,,,"-4.29",
"1763781636.096","-0.45",,,,
"1763781636.099",,"-1.87","-4.53",,
"1763781636.102",,,,"-4.29",
"1763781636.106","-0.35",,,,
"1763781636.109",,"-1.87","-4.54",,
"1763781636.111",,,,"-4.29",
"1763781636.115","-0.39",,,,
"1763781636.118",,"-1.87","-4.59",,
"1763781636.12",,,,"-4.29",
"1763781636.125","-0.46",,,,
"1763781636.127",,"-1.87","-4.48",,
"1763781636.13",,,,"-4.29",
"1763781636.134","-0.36",,,,
"1763781636.137",,"-1.87","-4.62",,
"1763781636.139",,,,"-4.29",
"1763781636.143","-0.42",,,,
"1763781636.146",,"-1.87","-4.47",,
"1763781636.149",,,,"-4.29",
"1763781636.153","-0.38",,,,
"1763781636.156",,"-1.87","-4.53",,
"1763781636.158",,,,"-4.29",
"1763781636.162","-0.48",,,,
"1763781636.165",,"-1.87","-4.41",,
"1763781636.167",,,,"-4.29",
"1763781636.172","-0.39",,,,
"1763781636.175",,"-1.87","-4.85",,
"1763781636.177",,,,"-4.29",
"1763781636.181","-0.34",,,,
"1763781636.184",,"-1.87","-4.6",,
"1763781636.186",,,,"-4.29",
"1763781636.191","-0.32",,,,
"1763781636.193",,"-1.87","-4.58",,
"1763781636.196",,,,"-4.29",
"1763781636.2","-0.42",,,,
"1763781636.203",,"-1.87","-4.37",,
"1763781636.205",,,,"-4.29",
"1763781636.21","-0.4",,,,
"1763781636.212",,"-1.87","-4.68",,
"1763781636.215",,,,"-4.29",
"1763781636.219","-0.31",,,,
"1763781636.222",,"-1.87","-4.52",,
"1763781636.224",,,,"-4.29",
"1763781636.228","-0.28",,,,
"1763781636.231",,"-1.87","-4.69",,
"1763781636.233",,,,"-4.29",
"1763781636.238","-0.32",,,,
"1763781636.241",,"-1.87","-4.49",,
"1763781636.243",,,,"-4.29",
"1763781636.247","-0.39",,,,
"1763781636.25",,"-1.87","-4.6",,
"1763781636.252",,,,"-4.29",
"1763781636.257","-0.42",,,,
"1763781636.259",,"-1.87","-4.51",,
"1763781636.262",,,,"-4.29",
"1763781636.266","-0.38",,,,
"1763781636.269",,"-1.87","-4.84",,
"1763781636.271",,,,"-4.29",
"1763781636.276","-0.35",,,,
"1763781636.278",,"-1.87","-4.57",,
"1763781636.28",,,,"-4.29",
"1763781636.285","-0.38",,,,
"1763781636.288",,"-1.87","-4.73",,
"1763781636.29",,,,"-4.29",
"1763781636.294","-0.42",,,,
"1763781636.297",,"-1.87","-4.46",,
"1763781636.299",,,,"-4.29",
"1763781636.304","-0.45",,,,
"1763781636.306",,"-1.87",,,
"1763781636.307",,,"-4.62",,
"1763781636.309",,,,"-4.29",
"1763781636.313","-0.46",,,,
"1763781636.316",,"-1.87","-4.42",,
"1763781636.318",,,,"-4.29",
"1763781636.323","-0.49",,,,
"1763781636.325",,"-1.87","-4.68",,
"1763781636.328",,,,"-4.29",
"1763781636.332","-0.49",,,,
"1763781636.335",,"-1.87","-4.6",,
"1763781636.337",,,,"-4.29",
"1763781636.342","-0.43",,,,
"1763781636.344",,"-1.87","-4.7",,
"1763781636.346",,,,"-4.29",
"1763781636.351","-0.45",,,,
"1763781636.354",,"-1.87","-4.5",,
"1763781636.356",,,,"-4.29",
"1763781636.36","-0.4",,,,
"1763781636.363",,"-1.87","-4.68",,
"1763781636.365",,,,"-4.29",
"1763781636.37","-0.38",,,,
"1763781636.372",,"-1.87","-4.49",,
"1763781636.374",,,,"-4.29",
"1763781636.379","-0.43",,,,
"1763781636.382",,"-1.87","-4.62",,
"1763781636.384",,,,"-4.29",
"1763781636.389","-0.35",,,,
"1763781636.391",,"-1.87","-4.6",,
"1763781636.393",,,,"-4.29",
"1763781636.398","-0.45",,,,
"1763781636.401",,"-1.87","-4.62",,
"1763781636.403",,,,"-4.29",
"1763781636.408","-0.46",,,,
"1763781636.41",,"-1.87","-4.58",,
"1763781636.413",,,,"-4.29",
"1763781636.417","-0.45",,,,
"1763781636.42",,"-1.87","-4.62",,
"1763781636.422",,,,"-4.29",
"1763781636.426","-0.43",,,,
"1763781636.429",,"-1.87","-4.52",,
"1763781636.431",,,,"-4.29",
"1763781636.436","-0.43",,,,
"1763781636.438",,"-1.88",,,
"1763781636.439",,,"-4.72",,
"1763781636.44",,,,"-4.29",
"1763781636.445","-0.46",,,,
"1763781636.448",,"-1.88","-4.54",,
"1763781636.45",,,,"-4.29",
"1763781636.455","-0.28",,,,
"1763781636.457",,"-1.87","-4.7",,
"1763781636.46",,,,"-4.29",
"1763781636.464","-0.31",,,,
"1763781636.467",,"-1.87","-4.54",,
"1763781636.469",,,,"-4.29",
"1763781636.474","-0.36",,,,
"1763781636.476",,"-1.87","-4.56",,
"1763781636.478",,,,"-4.29",
"1763781636.483","-0.36",,,,
"1763781636.486",,"-1.87","-4.56",,
"1763781636.488",,,,"-4.29",
"1763781636.492","-0.35",,,,
"1763781636.495",,"-1.87","-4.72",,
"1763781636.497",,,,"-4.29",
"1763781636.502","-0.38",,,,
"1763781636.504",,"-1.87",,,
"1763781636.505",,,"-4.61",,
"1763781636.507",,,,"-4.29",
"1763781636.511","-0.39",,,,
"1763781636.514",,"-1.87","-4.8",,
"1763781636.516",,,,"-4.3",
"1763781636.52","-0.42",,,,
"1763781636.523",,"-1.87","-4.72",,
"1763781636.525",,,,"-4.3",
"1763781636.53","-0.55",,,,
"1763781636.533",,"-1.87","-4.64",,
"1763781636.535",,,,"-4.3",
"1763781636.54","-0.35",,,,
"1763781636.542",,"-1.87","-4.59",,
"1763781636.544",,,,"-4.3",
"1763781636.549","-0.32",,,,
"1763781636.552",,"-1.87","-4.62",,
"1763781636.554",,,,"-4.3",
"1763781636.558","-0.36",,,,
"1763781636.561",,"-1.87","-4.53",,
"1763781636.563",,,,"-4.3",
"1763781636.568","-0.39",,,,
"1763781636.57",,"-1.87","-4.54",,
"1763781636.573",,,,"-4.3",
"1763781636.577","-0.39",,,,
"1763781636.58",,"-1.87","-4.38",,
"1763781636.582",,,,"-4.3",
"1763781636.586","-0.35",,,,
"1763781636.589",,"-1.87","-4.42",,
"1763781636.591",,,,"-4.29",
"1763781636.596","-0.31",,,,
"1763781636.599",,"-1.87","-4.48",,
"1763781636.601",,,,"-4.29",
"1763781636.606","-0.45",,,,
"1763781636.608",,"-1.87","-4.59",,
"1763781636.61",,,,"-4.29",
"1763781636.615","-0.28",,,,
"1763781636.618",,"-1.87","-4.62",,
